datum,exchange,ticker,score,price,rsi_monthly,rsi_label,macd_label,rr_pct,rr_label,support,support_label,resistance,stop,div_yield,div_label
2026-06-23,048 Nasdaq/NYSE,FDS,3,218.15,30.2,✓ oververkocht (30.2),✗ neutraal (-53.465),103.0,✓ 103.0% opwaarts (ratio 9.8:1),188.17,✗ 15.9% boven bodem (188.17),442.75,195.23,212.0,✓ 212.00%
2026-06-23,048 Nasdaq/NYSE,ADBE,3,197.43,29.4,✓ oververkocht (29.4),✗ neutraal (-66.277),98.6,✓ 98.6% opwaarts (ratio 9.6:1),194.9,✓ 1.3% boven bodem (194.90),392.1,177.26,0.0,✗ geen dividend
2026-06-23,048 Nasdaq/NYSE,PTC,3,112.33,32.4,✓ oververkocht (32.4),✗ neutraal (-9.231),92.8,✓ 92.8% opwaarts (ratio 9.4:1),112.33,✓ 0.0% boven bodem (112.33),216.53,101.3,0.0,✗ geen dividend
2026-06-23,048 Nasdaq/NYSE,PAYC,3,124.28,32.8,✓ oververkocht (32.8),✗ neutraal (-27.516),90.4,✓ 90.4% opwaarts (ratio 9.5:1),113.28,✗ 9.7% boven bodem (113.28),236.57,112.47,121.0,✓ 121.00%
2026-06-23,048 Nasdaq/NYSE,PYPL,3,41.7,34.0,✓ oververkocht (34.0),✗ neutraal (-6.303),86.0,✓ 86.0% opwaarts (ratio 13.8:1),38.83,✗ 7.4% boven bodem (38.83),77.55,39.1,132.0,✓ 132.00%
2026-06-23,048 Nasdaq/NYSE,BRO,3,60.4,36.1,✓ oververkocht (36.1),✗ neutraal (-7.582),82.1,✓ 82.1% opwaarts (ratio 13.7:1),54.38,✗ 11.1% boven bodem (54.38),109.97,56.79,111.0,✓ 111.00%
2026-06-23,048 Nasdaq/NYSE,ROP,3,329.54,26.6,✓ oververkocht (26.6),✗ neutraal (-50.008),72.5,✓ 72.5% opwaarts (ratio 12.4:1),314.73,✗ 4.7% boven bodem (314.73),568.6,310.33,112.0,✓ 112.00%
2026-06-23,048 Nasdaq/NYSE,CPRT,3,29.6,30.9,✓ oververkocht (30.9),✗ neutraal (-5.023),68.8,✓ 68.8% opwaarts (ratio 11.2:1),29.48,✓ 0.4% boven bodem (29.48),49.97,27.78,0.0,✗ geen dividend
2026-06-23,048 Nasdaq/NYSE,ERIE,3,221.12,36.8,✓ oververkocht (36.8),✗ neutraal (-29.502),64.3,✓ 64.3% opwaarts (ratio 9.3:1),207.24,✗ 6.7% boven bodem (207.24),363.37,205.75,277.0,✓ 277.00%
2026-06-23,048 Nasdaq/NYSE,MKC,3,47.38,32.1,✓ oververkocht (32.1),✗ neutraal (-6.152),59.1,✓ 59.1% opwaarts (ratio 9.8:1),45.6,✗ 3.9% boven bodem (45.60),75.37,44.53,420.0,✓ 420.00%
2026-06-23,048 Nasdaq/NYSE,FOXA,3,48.79,45.4,✗ neutraal (45.4),✗ neutraal (5.134),55.2,✓ 55.2% opwaarts (ratio 4.9:1),48.79,✓ 0.0% boven bodem (48.79),75.74,43.33,113.0,✓ 113.00%
2026-06-23,048 Nasdaq/NYSE,PNR,3,73.16,39.0,✓ oververkocht (39.0),✗ neutraal (-0.220),52.7,✓ 52.7% opwaarts (ratio 9.4:1),70.8,✗ 3.3% boven bodem (70.80),111.71,69.04,143.0,✓ 143.00%
2026-06-23,048 Nasdaq/NYSE,RMD,3,191.26,38.5,✓ oververkocht (38.5),✗ neutraal (-1.344),52.4,✓ 52.4% opwaarts (ratio 9.2:1),182.82,✗ 4.6% boven bodem (182.82),291.49,180.37,127.0,✓ 127.00%
2026-06-23,048 Nasdaq/NYSE,FOX,3,44.55,45.2,✗ neutraal (45.2),✗ neutraal (4.363),51.3,✓ 51.3% opwaarts (ratio 4.8:1),44.55,✓ 0.0% boven bodem (44.55),67.4,39.82,125.0,✓ 125.00%
2026-06-23,048 Nasdaq/NYSE,ABT,3,90.53,38.0,✓ oververkocht (38.0),✗ neutraal (-4.297),49.5,✓ 49.5% opwaarts (ratio 10.3:1),82.56,✗ 9.7% boven bodem (82.56),135.32,86.17,287.0,✓ 287.00%
2026-06-23,048 Nasdaq/NYSE,ICE,3,133.0,41.8,✗ neutraal (41.8),✗ neutraal (2.694),39.9,✓ 39.9% opwaarts (ratio 6.7:1),131.34,✓ 1.3% boven bodem (131.34),186.07,125.13,158.0,✓ 158.00%
2026-06-23,048 Nasdaq/NYSE,GEHC,3,63.72,40.3,✓ herstel (40.3 ↑),✗ neutraal (-3.403),38.2,✓ 38.2% opwaarts (ratio 6.2:1),59.49,✗ 7.1% boven bodem (59.49),88.08,59.78,23.0,✓ 23.00%
2026-06-23,048 Nasdaq/NYSE,ADP,3,220.5,41.5,✓ herstel (41.5 ↑),✗ neutraal (-9.396),37.4,✓ 37.4% opwaarts (ratio 7.1:1),187.37,✗ 17.7% boven bodem (187.37),302.98,208.84,317.0,✓ 317.00%
2026-06-23,048 Nasdaq/NYSE,XYL,3,110.4,41.4,✓ herstel (41.4 ↑),✗ neutraal (-0.645),37.1,✓ 37.1% opwaarts (ratio 8.2:1),105.92,✗ 4.2% boven bodem (105.92),151.41,105.4,154.0,✓ 154.00%
2026-06-23,048 Nasdaq/NYSE,WTW,3,257.55,41.7,✓ herstel (41.7 ↑),✗ neutraal (-0.359),35.0,✓ 35.0% opwaarts (ratio 6.6:1),242.12,✗ 6.4% boven bodem (242.12),347.81,243.89,152.0,✓ 152.00%
2026-06-23,048 Nasdaq/NYSE,STE,3,203.21,41.2,✗ neutraal (41.2),✗ neutraal (-0.356),31.5,✓ 31.5% opwaarts (ratio 6.4:1),199.4,✓ 1.9% boven bodem (199.40),267.17,193.14,126.0,✓ 126.00%
2026-06-23,048 Nasdaq/NYSE,REGN,3,618.03,44.6,✓ herstel (44.6 ↑),✗ neutraal (-27.273),31.1,✓ 31.1% opwaarts (ratio 5.6:1),509.13,✗ 21.4% boven bodem (509.13),810.08,583.52,61.0,✓ 61.00%
2026-06-23,048 Nasdaq/NYSE,SYK,3,310.0,41.7,✓ herstel (41.7 ↑),✗ neutraal (-3.576),29.2,✓ 29.2% opwaarts (ratio 5.3:1),282.58,✗ 9.7% boven bodem (282.58),400.53,292.86,116.0,✓ 116.00%
2026-06-23,048 Nasdaq/NYSE,CARR,3,70.75,58.0,✓ momentum (58.0 ↑),✓ bullish crossover,12.8,✗ 12.8% / ratio 1.9:1,49.97,✗ 41.6% boven bodem (49.97),79.79,65.97,134.0,✓ 134.00%
2026-06-23,048 Nasdaq/NYSE,PPG,3,117.7,51.7,✓ herstel (51.7 ↑),✓ histogram ↑ (2.059),10.4,✗ 10.4% / ratio 1.8:1,93.07,✗ 26.5% boven bodem (93.07),129.96,110.88,239.0,✓ 239.00%
2026-06-23,048 Nasdaq/NYSE,CHD,3,96.48,50.7,✓ herstel (50.7 ↑),✓ histogram ↑ (0.408),8.7,✗ 8.7% / ratio 1.8:1,81.0,✗ 19.1% boven bodem (81.00),104.92,91.89,131.0,✓ 131.00%
2026-06-23,048 Nasdaq/NYSE,EG,3,343.56,51.9,✓ herstel (51.9 ↑),✓ bullish crossover,4.9,✗ 4.9% / ratio 1.1:1,301.22,✗ 14.1% boven bodem (301.22),360.44,328.53,236.0,✓ 236.00%
2026-06-23,048 Nasdaq/NYSE,TROW,3,106.0,55.8,✓ momentum (55.8 ↑),✓ histogram ↑ (0.828),2.8,✗ 2.8% / ratio 0.7:1,85.17,✗ 24.5% boven bodem (85.17),108.94,101.56,482.0,✓ 482.00%
