datum,exchange,ticker,score,price,rsi_monthly,rsi_label,macd_label,rr_pct,rr_label,support,support_label,resistance,stop,div_yield,div_label
2026-06-23,045 Londen,CTEC.L,3,206.8,44.2,✓ herstel (44.2 ↑),✗ neutraal (-5.535),40.3,✓ 40.3% opwaarts (ratio 7.6:1),194.0,✗ 6.6% boven bodem (194.00),290.14,195.81,259.0,✓ 259.00%
2026-06-23,045 Londen,RKT.L,3,4655.0,36.6,✓ oververkocht (36.6),✗ neutraal (-98.473),39.9,✓ 39.9% opwaarts (ratio 4.7:1),4443.0,✗ 4.8% boven bodem (4443.00),6510.44,4258.26,466.0,✓ 466.00%
2026-06-23,045 Londen,RAT.L,3,1620.0,41.6,✗ neutraal (41.6),✗ neutraal (50.245),39.8,✓ 39.8% opwaarts (ratio 4.6:1),1582.0,✓ 2.4% boven bodem (1582.00),2264.27,1480.13,611.0,✓ 611.00%
2026-06-23,045 Londen,HIK.L,3,1515.0,42.8,✓ herstel (42.8 ↑),✗ neutraal (-142.057),34.3,✓ 34.3% opwaarts (ratio 7.7:1),1190.67,✗ 27.2% boven bodem (1190.67),2035.04,1447.1,415.0,✓ 415.00%
2026-06-23,045 Londen,BREE.L,3,297.8,39.3,✓ oververkocht (39.3),✗ neutraal (-22.691),31.9,✓ 31.9% opwaarts (ratio 4.5:1),273.0,✗ 9.1% boven bodem (273.00),392.82,276.87,491.0,✓ 491.00%
2026-06-23,045 Londen,PCTN.L,3,68.5,43.4,✗ neutraal (43.4),✗ neutraal (1.358),30.1,✓ 30.1% opwaarts (ratio 3.9:1),68.5,✓ 0.0% boven bodem (68.50),89.09,63.22,552.0,✓ 552.00%
2026-06-23,045 Londen,BKG.L,3,3446.0,43.8,✓ herstel (43.8 ↑),✗ neutraal (-214.468),28.7,✓ 28.7% opwaarts (ratio 4.7:1),3104.0,✗ 11.0% boven bodem (3104.00),4434.0,3237.83,167.0,✓ 167.00%
2026-06-23,045 Londen,SN.L,3,1118.0,45.3,✓ herstel (45.3 ↑),✗ neutraal (14.399),28.3,✓ 28.3% opwaarts (ratio 6.8:1),1073.5,✗ 4.1% boven bodem (1073.50),1434.67,1071.26,261.0,✓ 261.00%
2026-06-23,045 Londen,ROR.L,3,306.2,45.9,✗ neutraal (45.9),✗ neutraal (-0.213),26.0,✓ 26.0% opwaarts (ratio 5.9:1),298.6,✓ 2.5% boven bodem (298.60),385.74,292.74,266.0,✓ 266.00%
2026-06-23,045 Londen,JD.L,3,83.32,44.3,✗ neutraal (44.3),✓ histogram ↑ (1.226),25.5,✓ 25.5% opwaarts (ratio 3.3:1),65.28,✗ 27.6% boven bodem (65.28),104.55,76.95,145.0,✓ 145.00%
2026-06-23,045 Londen,GRG.L,3,1600.0,39.7,✓ oververkocht (39.7),✓ bullish crossover,23.4,✗ 23.4% / ratio 3.2:1,1417.54,✗ 12.9% boven bodem (1417.54),1974.13,1482.17,426.0,✓ 426.00%
2026-06-23,045 Londen,MONY.L,3,181.1,41.4,✓ herstel (41.4 ↑),✓ bullish crossover,22.2,✗ 22.2% / ratio 3.9:1,144.41,✗ 25.4% boven bodem (144.41),221.23,170.75,698.0,✓ 698.00%
2026-06-23,045 Londen,FOUR.L,3,3662.0,45.2,✓ herstel (45.2 ↑),✓ histogram ↑ (17.214),20.9,✗ 20.9% / ratio 2.3:1,3054.02,✗ 19.9% boven bodem (3054.02),4428.58,3323.07,488.0,✓ 488.00%
2026-06-23,045 Londen,FSTA.L,3,722.0,58.1,✓ momentum (58.1 ↑),✓ histogram ↑ (8.409),4.2,✗ 4.2% / ratio 0.4:1,547.94,✗ 31.8% boven bodem (547.94),752.0,648.39,303.0,✓ 303.00%
2026-06-23,045 Londen,TET.L,3,303.5,45.6,✓ herstel (45.6 ↑),✓ histogram ↑ (15.472),0.0,✗ onvoldoende,184.97,✗ 64.1% boven bodem (184.97),303.5,299.25,185.0,✓ 185.00%
